sku,week,units,policy,target,shortage,excess,cost,filled
22151,2011-11-07,60.00000000,point,210.00000000,0.00000000,150.00000000,150.00000000,60.00000000
22178,2011-11-07,192.00000000,point,513.00000000,0.00000000,321.00000000,321.00000000,192.00000000
22197,2011-11-07,3828.00000000,point,922.00000000,2906.00000000,0.00000000,11624.00000000,922.00000000
22355,2011-11-07,320.00000000,point,339.00000000,0.00000000,19.00000000,19.00000000,320.00000000
22386,2011-11-07,516.00000000,point,419.00000000,97.00000000,0.00000000,388.00000000,419.00000000
22411,2011-11-07,617.00000000,point,238.00000000,379.00000000,0.00000000,1516.00000000,238.00000000
22423,2011-11-07,157.00000000,point,275.00000000,0.00000000,118.00000000,118.00000000,157.00000000
22469,2011-11-07,267.00000000,point,255.00000000,12.00000000,0.00000000,48.00000000,255.00000000
22492,2011-11-07,392.00000000,point,231.00000000,161.00000000,0.00000000,644.00000000,231.00000000
22616,2011-11-07,254.00000000,point,376.00000000,0.00000000,122.00000000,122.00000000,254.00000000
71459,2011-11-07,232.00000000,point,202.00000000,30.00000000,0.00000000,120.00000000,202.00000000
72741,2011-11-07,111.00000000,point,72.00000000,39.00000000,0.00000000,156.00000000,72.00000000
84077,2011-11-07,1119.00000000,point,885.00000000,234.00000000,0.00000000,936.00000000,885.00000000
84212,2011-11-07,53.00000000,point,32.00000000,21.00000000,0.00000000,84.00000000,32.00000000
84270,2011-11-07,0.00000000,point,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
84347,2011-11-07,582.00000000,point,332.00000000,250.00000000,0.00000000,1000.00000000,332.00000000
84568,2011-11-07,43.00000000,point,144.00000000,0.00000000,101.00000000,101.00000000,43.00000000
84598,2011-11-07,24.00000000,point,36.00000000,0.00000000,12.00000000,12.00000000,24.00000000
84755,2011-11-07,308.00000000,point,134.00000000,174.00000000,0.00000000,696.00000000,134.00000000
84879,2011-11-07,1732.00000000,point,742.00000000,990.00000000,0.00000000,3960.00000000,742.00000000
84946,2011-11-07,1043.00000000,point,455.00000000,588.00000000,0.00000000,2352.00000000,455.00000000
84970S,2011-11-07,54.00000000,point,202.00000000,0.00000000,148.00000000,148.00000000,54.00000000
84991,2011-11-07,190.00000000,point,243.00000000,0.00000000,53.00000000,53.00000000,190.00000000
84992,2011-11-07,135.00000000,point,164.00000000,0.00000000,29.00000000,29.00000000,135.00000000
85099B,2011-11-07,2159.00000000,point,750.00000000,1409.00000000,0.00000000,5636.00000000,750.00000000
85099C,2011-11-07,353.00000000,point,289.00000000,64.00000000,0.00000000,256.00000000,289.00000000
85099F,2011-11-07,301.00000000,point,197.00000000,104.00000000,0.00000000,416.00000000,197.00000000
85123A,2011-11-07,524.00000000,point,771.00000000,0.00000000,247.00000000,247.00000000,524.00000000
15036,2011-11-14,104.00000000,point,152.00000000,0.00000000,48.00000000,48.00000000,104.00000000
16014,2011-11-14,0.00000000,point,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
17003,2011-11-14,315.00000000,point,319.00000000,0.00000000,4.00000000,4.00000000,315.00000000
20725,2011-11-14,448.00000000,point,311.00000000,137.00000000,0.00000000,548.00000000,311.00000000
20727,2011-11-14,364.00000000,point,163.00000000,201.00000000,0.00000000,804.00000000,163.00000000
21080,2011-11-14,156.00000000,point,183.00000000,0.00000000,27.00000000,27.00000000,156.00000000
21212,2011-11-14,396.00000000,point,534.00000000,0.00000000,138.00000000,138.00000000,396.00000000
21213,2011-11-14,163.00000000,point,257.00000000,0.00000000,94.00000000,94.00000000,163.00000000
21232,2011-11-14,732.00000000,point,217.00000000,515.00000000,0.00000000,2060.00000000,217.00000000
21498,2011-11-14,250.00000000,point,191.00000000,59.00000000,0.00000000,236.00000000,191.00000000
21915,2011-11-14,351.00000000,point,279.00000000,72.00000000,0.00000000,288.00000000,279.00000000
21928,2011-11-14,99.00000000,point,245.00000000,0.00000000,146.00000000,146.00000000,99.00000000
21929,2011-11-14,81.00000000,point,190.00000000,0.00000000,109.00000000,109.00000000,81.00000000
21931,2011-11-14,149.00000000,point,281.00000000,0.00000000,132.00000000,132.00000000,149.00000000
21975,2011-11-14,149.00000000,point,160.00000000,0.00000000,11.00000000,11.00000000,149.00000000
21977,2011-11-14,127.00000000,point,278.00000000,0.00000000,151.00000000,151.00000000,127.00000000
21980,2011-11-14,50.00000000,point,88.00000000,0.00000000,38.00000000,38.00000000,50.00000000
21981,2011-11-14,34.00000000,point,53.00000000,0.00000000,19.00000000,19.00000000,34.00000000
21982,2011-11-14,166.00000000,point,110.00000000,56.00000000,0.00000000,224.00000000,110.00000000
21984,2011-11-14,12.00000000,point,43.00000000,0.00000000,31.00000000,31.00000000,12.00000000
21985,2011-11-14,128.00000000,point,102.00000000,26.00000000,0.00000000,104.00000000,102.00000000
22086,2011-11-14,2147.00000000,point,545.00000000,1602.00000000,0.00000000,6408.00000000,545.00000000
22151,2011-11-14,124.00000000,point,179.00000000,0.00000000,55.00000000,55.00000000,124.00000000
22178,2011-11-14,449.00000000,point,460.00000000,0.00000000,11.00000000,11.00000000,449.00000000
22197,2011-11-14,3118.00000000,point,687.00000000,2431.00000000,0.00000000,9724.00000000,687.00000000
22355,2011-11-14,430.00000000,point,339.00000000,91.00000000,0.00000000,364.00000000,339.00000000
22386,2011-11-14,471.00000000,point,451.00000000,20.00000000,0.00000000,80.00000000,451.00000000
22411,2011-11-14,280.00000000,point,223.00000000,57.00000000,0.00000000,228.00000000,223.00000000
22423,2011-11-14,147.00000000,point,275.00000000,0.00000000,128.00000000,128.00000000,147.00000000
22469,2011-11-14,349.00000000,point,266.00000000,83.00000000,0.00000000,332.00000000,266.00000000
22492,2011-11-14,535.00000000,point,287.00000000,248.00000000,0.00000000,992.00000000,287.00000000
22616,2011-11-14,1205.00000000,point,389.00000000,816.00000000,0.00000000,3264.00000000,389.00000000
71459,2011-11-14,360.00000000,point,195.00000000,165.00000000,0.00000000,660.00000000,195.00000000
72741,2011-11-14,179.00000000,point,112.00000000,67.00000000,0.00000000,268.00000000,112.00000000
84077,2011-11-14,834.00000000,point,1029.00000000,0.00000000,195.00000000,195.00000000,834.00000000
84212,2011-11-14,2.00000000,point,40.00000000,0.00000000,38.00000000,38.00000000,2.00000000
84270,2011-11-14,0.00000000,point,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
84347,2011-11-14,735.00000000,point,418.00000000,317.00000000,0.00000000,1268.00000000,418.00000000
84568,2011-11-14,319.00000000,point,167.00000000,152.00000000,0.00000000,608.00000000,167.00000000
84598,2011-11-14,26.00000000,point,56.00000000,0.00000000,30.00000000,30.00000000,26.00000000
84755,2011-11-14,144.00000000,point,189.00000000,0.00000000,45.00000000,45.00000000,144.00000000
84879,2011-11-14,1086.00000000,point,809.00000000,277.00000000,0.00000000,1108.00000000,809.00000000
84946,2011-11-14,809.00000000,point,529.00000000,280.00000000,0.00000000,1120.00000000,529.00000000
84970S,2011-11-14,84.00000000,point,163.00000000,0.00000000,79.00000000,79.00000000,84.00000000
84991,2011-11-14,283.00000000,point,268.00000000,15.00000000,0.00000000,60.00000000,268.00000000
84992,2011-11-14,64.00000000,point,152.00000000,0.00000000,88.00000000,88.00000000,64.00000000
85099B,2011-11-14,1562.00000000,point,997.00000000,565.00000000,0.00000000,2260.00000000,997.00000000
85099C,2011-11-14,620.00000000,point,253.00000000,367.00000000,0.00000000,1468.00000000,253.00000000
85099F,2011-11-14,196.00000000,point,221.00000000,0.00000000,25.00000000,25.00000000,196.00000000
85123A,2011-11-14,1172.00000000,point,760.00000000,412.00000000,0.00000000,1648.00000000,760.00000000
15036,2011-11-21,237.00000000,point,185.00000000,52.00000000,0.00000000,208.00000000,185.00000000
16014,2011-11-21,514.00000000,point,3.00000000,511.00000000,0.00000000,2044.00000000,3.00000000
17003,2011-11-21,474.00000000,point,243.00000000,231.00000000,0.00000000,924.00000000,243.00000000
20725,2011-11-21,256.00000000,point,288.00000000,0.00000000,32.00000000,32.00000000,256.00000000
20727,2011-11-21,248.00000000,point,150.00000000,98.00000000,0.00000000,392.00000000,150.00000000
21080,2011-11-21,246.00000000,point,155.00000000,91.00000000,0.00000000,364.00000000,155.00000000
21212,2011-11-21,269.00000000,point,480.00000000,0.00000000,211.00000000,211.00000000,269.00000000
21213,2011-11-21,64.00000000,point,211.00000000,0.00000000,147.00000000,147.00000000,64.00000000
21232,2011-11-21,165.00000000,point,233.00000000,0.00000000,68.00000000,68.00000000,165.00000000
21498,2011-11-21,225.00000000,point,172.00000000,53.00000000,0.00000000,212.00000000,172.00000000
21915,2011-11-21,22.00000000,point,166.00000000,0.00000000,144.00000000,144.00000000,22.00000000
21928,2011-11-21,71.00000000,point,168.00000000,0.00000000,97.00000000,97.00000000,71.00000000
21929,2011-11-21,53.00000000,point,139.00000000,0.00000000,86.00000000,86.00000000,53.00000000
21931,2011-11-21,209.00000000,point,246.00000000,0.00000000,37.00000000,37.00000000,209.00000000
21975,2011-11-21,236.00000000,point,144.00000000,92.00000000,0.00000000,368.00000000,144.00000000
21977,2011-11-21,365.00000000,point,254.00000000,111.00000000,0.00000000,444.00000000,254.00000000
21980,2011-11-21,43.00000000,point,91.00000000,0.00000000,48.00000000,48.00000000,43.00000000
21981,2011-11-21,29.00000000,point,31.00000000,0.00000000,2.00000000,2.00000000,29.00000000
21982,2011-11-21,96.00000000,point,145.00000000,0.00000000,49.00000000,49.00000000,96.00000000
21984,2011-11-21,55.00000000,point,35.00000000,20.00000000,0.00000000,80.00000000,35.00000000
21985,2011-11-21,88.00000000,point,140.00000000,0.00000000,52.00000000,52.00000000,88.00000000
22086,2011-11-21,1659.00000000,point,516.00000000,1143.00000000,0.00000000,4572.00000000,516.00000000
22151,2011-11-21,262.00000000,point,171.00000000,91.00000000,0.00000000,364.00000000,171.00000000
22178,2011-11-21,342.00000000,point,455.00000000,0.00000000,113.00000000,113.00000000,342.00000000
22197,2011-11-21,2855.00000000,point,674.00000000,2181.00000000,0.00000000,8724.00000000,674.00000000
22355,2011-11-21,661.00000000,point,348.00000000,313.00000000,0.00000000,1252.00000000,348.00000000
22386,2011-11-21,253.00000000,point,324.00000000,0.00000000,71.00000000,71.00000000,253.00000000
22411,2011-11-21,355.00000000,point,235.00000000,120.00000000,0.00000000,480.00000000,235.00000000
22423,2011-11-21,184.00000000,point,264.00000000,0.00000000,80.00000000,80.00000000,184.00000000
22469,2011-11-21,213.00000000,point,285.00000000,0.00000000,72.00000000,72.00000000,213.00000000
22492,2011-11-21,366.00000000,point,315.00000000,51.00000000,0.00000000,204.00000000,315.00000000
22616,2011-11-21,64.00000000,point,420.00000000,0.00000000,356.00000000,356.00000000,64.00000000
71459,2011-11-21,60.00000000,point,160.00000000,0.00000000,100.00000000,100.00000000,60.00000000
72741,2011-11-21,276.00000000,point,121.00000000,155.00000000,0.00000000,620.00000000,121.00000000
84077,2011-11-21,867.00000000,point,1056.00000000,0.00000000,189.00000000,189.00000000,867.00000000
84212,2011-11-21,30.00000000,point,39.00000000,0.00000000,9.00000000,9.00000000,30.00000000
84270,2011-11-21,0.00000000,point,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
84347,2011-11-21,1144.00000000,point,425.00000000,719.00000000,0.00000000,2876.00000000,425.00000000
84568,2011-11-21,362.00000000,point,67.00000000,295.00000000,0.00000000,1180.00000000,67.00000000
84598,2011-11-21,21.00000000,point,32.00000000,0.00000000,11.00000000,11.00000000,21.00000000
84755,2011-11-21,348.00000000,point,129.00000000,219.00000000,0.00000000,876.00000000,129.00000000
84879,2011-11-21,946.00000000,point,707.00000000,239.00000000,0.00000000,956.00000000,707.00000000
84946,2011-11-21,541.00000000,point,550.00000000,0.00000000,9.00000000,9.00000000,541.00000000
84970S,2011-11-21,203.00000000,point,193.00000000,10.00000000,0.00000000,40.00000000,193.00000000
84991,2011-11-21,333.00000000,point,249.00000000,84.00000000,0.00000000,336.00000000,249.00000000
84992,2011-11-21,55.00000000,point,158.00000000,0.00000000,103.00000000,103.00000000,55.00000000
85099B,2011-11-21,727.00000000,point,937.00000000,0.00000000,210.00000000,210.00000000,727.00000000
85099C,2011-11-21,203.00000000,point,281.00000000,0.00000000,78.00000000,78.00000000,203.00000000
85099F,2011-11-21,42.00000000,point,146.00000000,0.00000000,104.00000000,104.00000000,42.00000000
85123A,2011-11-21,557.00000000,point,702.00000000,0.00000000,145.00000000,145.00000000,557.00000000
15036,2011-11-28,143.00000000,point,141.00000000,2.00000000,0.00000000,8.00000000,141.00000000
16014,2011-11-28,11.00000000,point,6.00000000,5.00000000,0.00000000,20.00000000,6.00000000
17003,2011-11-28,130.00000000,point,213.00000000,0.00000000,83.00000000,83.00000000,130.00000000
20725,2011-11-28,321.00000000,point,274.00000000,47.00000000,0.00000000,188.00000000,274.00000000
20727,2011-11-28,281.00000000,point,163.00000000,118.00000000,0.00000000,472.00000000,163.00000000
21080,2011-11-28,106.00000000,point,138.00000000,0.00000000,32.00000000,32.00000000,106.00000000
21212,2011-11-28,426.00000000,point,457.00000000,0.00000000,31.00000000,31.00000000,426.00000000
21213,2011-11-28,186.00000000,point,152.00000000,34.00000000,0.00000000,136.00000000,152.00000000
21232,2011-11-28,379.00000000,point,224.00000000,155.00000000,0.00000000,620.00000000,224.00000000
21498,2011-11-28,250.00000000,point,169.00000000,81.00000000,0.00000000,324.00000000,169.00000000
21915,2011-11-28,1120.00000000,point,162.00000000,958.00000000,0.00000000,3832.00000000,162.00000000
21928,2011-11-28,215.00000000,point,192.00000000,23.00000000,0.00000000,92.00000000,192.00000000
21929,2011-11-28,107.00000000,point,113.00000000,0.00000000,6.00000000,6.00000000,107.00000000
21931,2011-11-28,257.00000000,point,236.00000000,21.00000000,0.00000000,84.00000000,236.00000000
21975,2011-11-28,100.00000000,point,127.00000000,0.00000000,27.00000000,27.00000000,100.00000000
21977,2011-11-28,239.00000000,point,248.00000000,0.00000000,9.00000000,9.00000000,239.00000000
21980,2011-11-28,30.00000000,point,85.00000000,0.00000000,55.00000000,55.00000000,30.00000000
21981,2011-11-28,13.00000000,point,42.00000000,0.00000000,29.00000000,29.00000000,13.00000000
21982,2011-11-28,27.00000000,point,113.00000000,0.00000000,86.00000000,86.00000000,27.00000000
21984,2011-11-28,14.00000000,point,35.00000000,0.00000000,21.00000000,21.00000000,14.00000000
21985,2011-11-28,105.00000000,point,151.00000000,0.00000000,46.00000000,46.00000000,105.00000000
22086,2011-11-28,1516.00000000,point,612.00000000,904.00000000,0.00000000,3616.00000000,612.00000000
22151,2011-11-28,239.00000000,point,169.00000000,70.00000000,0.00000000,280.00000000,169.00000000
22178,2011-11-28,749.00000000,point,402.00000000,347.00000000,0.00000000,1388.00000000,402.00000000
22197,2011-11-28,3159.00000000,point,610.00000000,2549.00000000,0.00000000,10196.00000000,610.00000000
22355,2011-11-28,692.00000000,point,367.00000000,325.00000000,0.00000000,1300.00000000,367.00000000
22386,2011-11-28,416.00000000,point,327.00000000,89.00000000,0.00000000,356.00000000,327.00000000
22411,2011-11-28,340.00000000,point,221.00000000,119.00000000,0.00000000,476.00000000,221.00000000
22423,2011-11-28,197.00000000,point,287.00000000,0.00000000,90.00000000,90.00000000,197.00000000
22469,2011-11-28,809.00000000,point,297.00000000,512.00000000,0.00000000,2048.00000000,297.00000000
22492,2011-11-28,229.00000000,point,264.00000000,0.00000000,35.00000000,35.00000000,229.00000000
22616,2011-11-28,636.00000000,point,245.00000000,391.00000000,0.00000000,1564.00000000,245.00000000
71459,2011-11-28,124.00000000,point,132.00000000,0.00000000,8.00000000,8.00000000,124.00000000
72741,2011-11-28,237.00000000,point,130.00000000,107.00000000,0.00000000,428.00000000,130.00000000
84077,2011-11-28,689.00000000,point,741.00000000,0.00000000,52.00000000,52.00000000,689.00000000
84212,2011-11-28,480.00000000,point,30.00000000,450.00000000,0.00000000,1800.00000000,30.00000000
84270,2011-11-28,0.00000000,point,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000
84347,2011-11-28,686.00000000,point,538.00000000,148.00000000,0.00000000,592.00000000,538.00000000
84568,2011-11-28,354.00000000,point,53.00000000,301.00000000,0.00000000,1204.00000000,53.00000000
84598,2011-11-28,41.00000000,point,30.00000000,11.00000000,0.00000000,44.00000000,30.00000000
84755,2011-11-28,40.00000000,point,169.00000000,0.00000000,129.00000000,129.00000000,40.00000000
84879,2011-11-28,953.00000000,point,713.00000000,240.00000000,0.00000000,960.00000000,713.00000000
84946,2011-11-28,489.00000000,point,524.00000000,0.00000000,35.00000000,35.00000000,489.00000000
84970S,2011-11-28,265.00000000,point,172.00000000,93.00000000,0.00000000,372.00000000,172.00000000
84991,2011-11-28,112.00000000,point,244.00000000,0.00000000,132.00000000,132.00000000,112.00000000
84992,2011-11-28,161.00000000,point,145.00000000,16.00000000,0.00000000,64.00000000,145.00000000
85099B,2011-11-28,1009.00000000,point,943.00000000,66.00000000,0.00000000,264.00000000,943.00000000
85099C,2011-11-28,384.00000000,point,258.00000000,126.00000000,0.00000000,504.00000000,258.00000000
85099F,2011-11-28,426.00000000,point,150.00000000,276.00000000,0.00000000,1104.00000000,150.00000000
85123A,2011-11-28,654.00000000,point,797.00000000,0.00000000,143.00000000,143.00000000,654.00000000
15036,2011-09-05,155.00000000,point_tuned,192.00000000,0.00000000,37.00000000,37.00000000,155.00000000
16014,2011-09-05,1000.00000000,point_tuned,3.00000000,997.00000000,0.00000000,3988.00000000,3.00000000
17003,2011-09-05,180.00000000,point_tuned,362.00000000,0.00000000,182.00000000,182.00000000,180.00000000
20725,2011-09-05,303.00000000,point_tuned,425.00000000,0.00000000,122.00000000,122.00000000,303.00000000
20727,2011-09-05,227.00000000,point_tuned,251.00000000,0.00000000,24.00000000,24.00000000,227.00000000
21080,2011-09-05,186.00000000,point_tuned,217.00000000,0.00000000,31.00000000,31.00000000,186.00000000
21212,2011-09-05,352.00000000,point_tuned,650.00000000,0.00000000,298.00000000,298.00000000,352.00000000
21213,2011-09-05,775.00000000,point_tuned,305.00000000,470.00000000,0.00000000,1880.00000000,305.00000000
21232,2011-09-05,287.00000000,point_tuned,258.00000000,29.00000000,0.00000000,116.00000000,258.00000000
21498,2011-09-05,275.00000000,point_tuned,152.00000000,123.00000000,0.00000000,492.00000000,152.00000000
21915,2011-09-05,130.00000000,point_tuned,214.00000000,0.00000000,84.00000000,84.00000000,130.00000000
21928,2011-09-05,126.00000000,point_tuned,331.00000000,0.00000000,205.00000000,205.00000000,126.00000000
21929,2011-09-05,144.00000000,point_tuned,218.00000000,0.00000000,74.00000000,74.00000000,144.00000000
21931,2011-09-05,276.00000000,point_tuned,363.00000000,0.00000000,87.00000000,87.00000000,276.00000000
21975,2011-09-05,383.00000000,point_tuned,140.00000000,243.00000000,0.00000000,972.00000000,140.00000000
21977,2011-09-05,520.00000000,point_tuned,486.00000000,34.00000000,0.00000000,136.00000000,486.00000000
21980,2011-09-05,218.00000000,point_tuned,93.00000000,125.00000000,0.00000000,500.00000000,93.00000000
21981,2011-09-05,135.00000000,point_tuned,97.00000000,38.00000000,0.00000000,152.00000000,97.00000000
21982,2011-09-05,186.00000000,point_tuned,80.00000000,106.00000000,0.00000000,424.00000000,80.00000000
21984,2011-09-05,74.00000000,point_tuned,41.00000000,33.00000000,0.00000000,132.00000000,41.00000000
21985,2011-09-05,98.00000000,point_tuned,152.00000000,0.00000000,54.00000000,54.00000000,98.00000000
22086,2011-09-05,495.00000000,point_tuned,275.00000000,220.00000000,0.00000000,880.00000000,275.00000000
22151,2011-09-05,577.00000000,point_tuned,317.00000000,260.00000000,0.00000000,1040.00000000,317.00000000
22178,2011-09-05,218.00000000,point_tuned,471.00000000,0.00000000,253.00000000,253.00000000,218.00000000
22197,2011-09-05,344.00000000,point_tuned,922.00000000,0.00000000,578.00000000,578.00000000,344.00000000
22355,2011-09-05,229.00000000,point_tuned,362.00000000,0.00000000,133.00000000,133.00000000,229.00000000
22386,2011-09-05,617.00000000,point_tuned,420.00000000,197.00000000,0.00000000,788.00000000,420.00000000
22411,2011-09-05,284.00000000,point_tuned,316.00000000,0.00000000,32.00000000,32.00000000,284.00000000
22423,2011-09-05,105.00000000,point_tuned,273.00000000,0.00000000,168.00000000,168.00000000,105.00000000
22469,2011-09-05,237.00000000,point_tuned,190.00000000,47.00000000,0.00000000,188.00000000,190.00000000
22492,2011-09-05,84.00000000,point_tuned,256.00000000,0.00000000,172.00000000,172.00000000,84.00000000
22616,2011-09-05,76.00000000,point_tuned,402.00000000,0.00000000,326.00000000,326.00000000,76.00000000
71459,2011-09-05,244.00000000,point_tuned,269.00000000,0.00000000,25.00000000,25.00000000,244.00000000
72741,2011-09-05,90.00000000,point_tuned,131.00000000,0.00000000,41.00000000,41.00000000,90.00000000
84077,2011-09-05,336.00000000,point_tuned,667.00000000,0.00000000,331.00000000,331.00000000,336.00000000
84212,2011-09-05,504.00000000,point_tuned,22.00000000,482.00000000,0.00000000,1928.00000000,22.00000000
84270,2011-09-05,0.00000000,point_tuned,2.00000000,0.00000000,2.00000000,2.00000000,0.00000000
84347,2011-09-05,38.00000000,point_tuned,32.00000000,6.00000000,0.00000000,24.00000000,32.00000000
84568,2011-09-05,45.00000000,point_tuned,93.00000000,0.00000000,48.00000000,48.00000000,45.00000000
84598,2011-09-05,21.00000000,point_tuned,70.00000000,0.00000000,49.00000000,49.00000000,21.00000000
84755,2011-09-05,284.00000000,point_tuned,387.00000000,0.00000000,103.00000000,103.00000000,284.00000000
84879,2011-09-05,384.00000000,point_tuned,794.00000000,0.00000000,410.00000000,410.00000000,384.00000000
84946,2011-09-05,247.00000000,point_tuned,461.00000000,0.00000000,214.00000000,214.00000000,247.00000000
84970S,2011-09-05,85.00000000,point_tuned,304.00000000,0.00000000,219.00000000,219.00000000,85.00000000
84991,2011-09-05,549.00000000,point_tuned,336.00000000,213.00000000,0.00000000,852.00000000,336.00000000
84992,2011-09-05,87.00000000,point_tuned,213.00000000,0.00000000,126.00000000,126.00000000,87.00000000
85099B,2011-09-05,536.00000000,point_tuned,932.00000000,0.00000000,396.00000000,396.00000000,536.00000000
85099C,2011-09-05,439.00000000,point_tuned,351.00000000,88.00000000,0.00000000,352.00000000,351.00000000
85099F,2011-09-05,189.00000000,point_tuned,352.00000000,0.00000000,163.00000000,163.00000000,189.00000000
85123A,2011-09-05,407.00000000,point_tuned,782.00000000,0.00000000,375.00000000,375.00000000,407.00000000
15036,2011-09-12,52.00000000,point_tuned,191.00000000,0.00000000,139.00000000,139.00000000,52.00000000
16014,2011-09-12,0.00000000,point_tuned,22.00000000,0.00000000,22.00000000,22.00000000,0.00000000
17003,2011-09-12,109.00000000,point_tuned,253.00000000,0.00000000,144.00000000,144.00000000,109.00000000
20725,2011-09-12,299.00000000,point_tuned,371.00000000,0.00000000,72.00000000,72.00000000,299.00000000
20727,2011-09-12,302.00000000,point_tuned,251.00000000,51.00000000,0.00000000,204.00000000,251.00000000
21080,2011-09-12,168.00000000,point_tuned,239.00000000,0.00000000,71.00000000,71.00000000,168.00000000
21212,2011-09-12,931.00000000,point_tuned,719.00000000,212.00000000,0.00000000,848.00000000,719.00000000
21213,2011-09-12,865.00000000,point_tuned,340.00000000,525.00000000,0.00000000,2100.00000000,340.00000000
21232,2011-09-12,133.00000000,point_tuned,267.00000000,0.00000000,134.00000000,134.00000000,133.00000000
21498,2011-09-12,125.00000000,point_tuned,226.00000000,0.00000000,101.00000000,101.00000000,125.00000000
21915,2011-09-12,223.00000000,point_tuned,190.00000000,33.00000000,0.00000000,132.00000000,190.00000000
21928,2011-09-12,202.00000000,point_tuned,243.00000000,0.00000000,41.00000000,41.00000000,202.00000000
21929,2011-09-12,78.00000000,point_tuned,193.00000000,0.00000000,115.00000000,115.00000000,78.00000000
21931,2011-09-12,330.00000000,point_tuned,363.00000000,0.00000000,33.00000000,33.00000000,330.00000000
21975,2011-09-12,799.00000000,point_tuned,233.00000000,566.00000000,0.00000000,2264.00000000,233.00000000
21977,2011-09-12,718.00000000,point_tuned,563.00000000,155.00000000,0.00000000,620.00000000,563.00000000
21980,2011-09-12,89.00000000,point_tuned,133.00000000,0.00000000,44.00000000,44.00000000,89.00000000
21981,2011-09-12,51.00000000,point_tuned,73.00000000,0.00000000,22.00000000,22.00000000,51.00000000
21982,2011-09-12,92.00000000,point_tuned,146.00000000,0.00000000,54.00000000,54.00000000,92.00000000
21984,2011-09-12,90.00000000,point_tuned,54.00000000,36.00000000,0.00000000,144.00000000,54.00000000
21985,2011-09-12,616.00000000,point_tuned,146.00000000,470.00000000,0.00000000,1880.00000000,146.00000000
22086,2011-09-12,479.00000000,point_tuned,383.00000000,96.00000000,0.00000000,384.00000000,383.00000000
22151,2011-09-12,209.00000000,point_tuned,355.00000000,0.00000000,146.00000000,146.00000000,209.00000000
22178,2011-09-12,242.00000000,point_tuned,353.00000000,0.00000000,111.00000000,111.00000000,242.00000000
22197,2011-09-12,546.00000000,point_tuned,612.00000000,0.00000000,66.00000000,66.00000000,546.00000000
22355,2011-09-12,421.00000000,point_tuned,310.00000000,111.00000000,0.00000000,444.00000000,310.00000000
22386,2011-09-12,478.00000000,point_tuned,501.00000000,0.00000000,23.00000000,23.00000000,478.00000000
22411,2011-09-12,335.00000000,point_tuned,324.00000000,11.00000000,0.00000000,44.00000000,324.00000000
22423,2011-09-12,197.00000000,point_tuned,277.00000000,0.00000000,80.00000000,80.00000000,197.00000000
22469,2011-09-12,359.00000000,point_tuned,199.00000000,160.00000000,0.00000000,640.00000000,199.00000000
22492,2011-09-12,325.00000000,point_tuned,242.00000000,83.00000000,0.00000000,332.00000000,242.00000000
22616,2011-09-12,200.00000000,point_tuned,294.00000000,0.00000000,94.00000000,94.00000000,200.00000000
71459,2011-09-12,604.00000000,point_tuned,260.00000000,344.00000000,0.00000000,1376.00000000,260.00000000
72741,2011-09-12,283.00000000,point_tuned,136.00000000,147.00000000,0.00000000,588.00000000,136.00000000
84077,2011-09-12,960.00000000,point_tuned,754.00000000,206.00000000,0.00000000,824.00000000,754.00000000
84212,2011-09-12,0.00000000,point_tuned,48.00000000,0.00000000,48.00000000,48.00000000,0.00000000
84270,2011-09-12,0.00000000,point_tuned,2.00000000,0.00000000,2.00000000,2.00000000,0.00000000
84347,2011-09-12,294.00000000,point_tuned,102.00000000,192.00000000,0.00000000,768.00000000,102.00000000
84568,2011-09-12,32.00000000,point_tuned,66.00000000,0.00000000,34.00000000,34.00000000,32.00000000
84598,2011-09-12,12.00000000,point_tuned,54.00000000,0.00000000,42.00000000,42.00000000,12.00000000
84755,2011-09-12,392.00000000,point_tuned,307.00000000,85.00000000,0.00000000,340.00000000,307.00000000
84879,2011-09-12,740.00000000,point_tuned,869.00000000,0.00000000,129.00000000,129.00000000,740.00000000
84946,2011-09-12,115.00000000,point_tuned,461.00000000,0.00000000,346.00000000,346.00000000,115.00000000
84970S,2011-09-12,85.00000000,point_tuned,290.00000000,0.00000000,205.00000000,205.00000000,85.00000000
84991,2011-09-12,733.00000000,point_tuned,400.00000000,333.00000000,0.00000000,1332.00000000,400.00000000
84992,2011-09-12,655.00000000,point_tuned,193.00000000,462.00000000,0.00000000,1848.00000000,193.00000000
85099B,2011-09-12,741.00000000,point_tuned,952.00000000,0.00000000,211.00000000,211.00000000,741.00000000
85099C,2011-09-12,109.00000000,point_tuned,356.00000000,0.00000000,247.00000000,247.00000000,109.00000000
85099F,2011-09-12,302.00000000,point_tuned,366.00000000,0.00000000,64.00000000,64.00000000,302.00000000
85123A,2011-09-12,657.00000000,point_tuned,881.00000000,0.00000000,224.00000000,224.00000000,657.00000000
15036,2011-09-19,93.00000000,point_tuned,149.00000000,0.00000000,56.00000000,56.00000000,93.00000000
16014,2011-09-19,0.00000000,point_tuned,4.00000000,0.00000000,4.00000000,4.00000000,0.00000000
